epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,249.487,1.28087,1.05965,1.33313,0.67052,0.59933,0.62798,0.29627,1.83235,1.49249,1.77684,0.000677543,0.000677543,0.000677543
60,253.645,1.27112,1.01728,1.31644,0.64933,0.59296,0.62722,0.30174,1.80823,1.44829,1.73941,0.000667789,0.000667789,0.000667789
61,257.793,1.25866,1.00174,1.31398,0.69884,0.59127,0.64747,0.29386,1.8043,1.47578,1.75248,0.000657963,0.000657963,0.000657963
62,261.866,1.26515,1.01106,1.32508,0.73504,0.54749,0.63412,0.29657,1.79616,1.54169,1.71213,0.000648071,0.000648071,0.000648071
63,266.045,1.25775,1.01073,1.31043,0.67307,0.51752,0.59032,0.27845,1.81156,1.61975,1.75466,0.000638115,0.000638115,0.000638115
64,270.144,1.22281,0.96969,1.27066,0.65318,0.54886,0.57964,0.25733,1.85121,1.61196,1.7759,0.000628101,0.000628101,0.000628101
65,274.223,1.23708,0.97831,1.29484,0.69781,0.53541,0.58359,0.27063,1.82445,1.60552,1.74459,0.000618034,0.000618034,0.000618034
66,278.331,1.24209,0.97363,1.28853,0.65861,0.57937,0.62795,0.30378,1.76773,1.47919,1.7205,0.000607916,0.000607916,0.000607916
67,282.5,1.21205,0.95808,1.26562,0.68579,0.52664,0.585,0.26281,1.85865,1.65604,1.81483,0.000597754,0.000597754,0.000597754
68,286.565,1.19681,0.91487,1.26014,0.67724,0.54349,0.59606,0.28517,1.84841,1.50615,1.77368,0.000587551,0.000587551,0.000587551
69,290.631,1.21449,0.91315,1.26558,0.70561,0.59308,0.61805,0.28837,1.8422,1.52298,1.76073,0.000577311,0.000577311,0.000577311
70,294.718,1.21898,0.95183,1.27005,0.62802,0.51749,0.56782,0.26518,1.8586,1.59777,1.79701,0.00056704,0.00056704,0.00056704
71,299.045,1.18949,0.94701,1.26938,0.71215,0.59813,0.61014,0.29225,1.83309,1.51767,1.7632,0.000556742,0.000556742,0.000556742
72,303.131,1.1554,0.8975,1.23853,0.57967,0.64905,0.60137,0.28823,1.8302,1.46244,1.81338,0.000546421,0.000546421,0.000546421
73,307.216,1.1582,0.89531,1.24834,0.68764,0.55584,0.59808,0.29625,1.79899,1.48124,1.75717,0.000536081,0.000536081,0.000536081
74,311.331,1.16822,0.88021,1.23858,0.66058,0.59537,0.60399,0.28885,1.81991,1.5186,1.79866,0.000525728,0.000525728,0.000525728
75,315.428,1.15766,0.88409,1.23476,0.65906,0.55455,0.57068,0.28335,1.75644,1.59758,1.71288,0.000515366,0.000515366,0.000515366
76,319.519,1.16845,0.88528,1.2477,0.6657,0.58659,0.60341,0.28337,1.80462,1.58852,1.74769,0.000505,0.000505,0.000505
77,323.625,1.11771,0.85706,1.2139,0.67392,0.52602,0.56202,0.25802,1.87926,1.64586,1.81118,0.000494634,0.000494634,0.000494634
78,327.712,1.12932,0.84681,1.22682,0.7158,0.56743,0.61408,0.28259,1.85848,1.49465,1.81033,0.000484272,0.000484272,0.000484272
79,331.822,1.15437,0.85397,1.23285,0.69755,0.57594,0.61502,0.28679,1.86292,1.5059,1.75221,0.000473919,0.000473919,0.000473919
80,336.184,1.13899,0.86168,1.22774,0.63211,0.58937,0.60171,0.3002,1.79284,1.48414,1.74404,0.000463579,0.000463579,0.000463579
81,340.276,1.12295,0.82439,1.20795,0.69283,0.57507,0.61412,0.30225,1.82161,1.48744,1.7433,0.000453258,0.000453258,0.000453258
82,344.393,1.11829,0.82522,1.2079,0.73382,0.57311,0.62088,0.30471,1.82054,1.45306,1.76609,0.00044296,0.00044296,0.00044296
83,348.992,1.11268,0.83821,1.19873,0.67212,0.57822,0.6139,0.29287,1.84842,1.50789,1.79368,0.000432689,0.000432689,0.000432689
84,353.476,1.10533,0.83131,1.18555,0.6978,0.60127,0.62886,0.29955,1.82404,1.42837,1.75929,0.000422449,0.000422449,0.000422449
85,357.958,1.08996,0.80819,1.18419,0.693,0.56743,0.61128,0.30139,1.83225,1.49995,1.78587,0.000412246,0.000412246,0.000412246
86,362.041,1.09952,0.81542,1.21225,0.6546,0.61244,0.62615,0.29237,1.82464,1.47963,1.76661,0.000402084,0.000402084,0.000402084
87,366.16,1.09686,0.82447,1.20094,0.68372,0.60527,0.63713,0.29534,1.82172,1.40668,1.78812,0.000391966,0.000391966,0.000391966
88,370.376,1.10187,0.84051,1.20451,0.65511,0.63542,0.63265,0.2975,1.82421,1.47588,1.80661,0.000381899,0.000381899,0.000381899
89,374.581,1.08273,0.80267,1.18719,0.73992,0.57435,0.6207,0.29247,1.84124,1.50101,1.83518,0.000371885,0.000371885,0.000371885
90,378.659,1.09187,0.79285,1.1879,0.73467,0.5754,0.63287,0.28902,1.85731,1.43465,1.82401,0.000361929,0.000361929,0.000361929
91,382.738,1.10462,0.82509,1.20545,0.70364,0.56641,0.62521,0.29528,1.81211,1.42904,1.75857,0.000352037,0.000352037,0.000352037
92,386.826,1.02828,0.73937,1.154,0.73228,0.57737,0.61462,0.28836,1.80283,1.51468,1.75196,0.000342211,0.000342211,0.000342211
93,390.912,1.06922,0.78873,1.17315,0.6713,0.6213,0.6241,0.29145,1.8206,1.53359,1.76309,0.000332457,0.000332457,0.000332457
94,395,1.06507,0.77126,1.17194,0.75131,0.5574,0.61328,0.30068,1.79653,1.48232,1.75954,0.000322778,0.000322778,0.000322778
95,399.052,1.02603,0.73276,1.14167,0.70795,0.56737,0.60531,0.29549,1.80161,1.51347,1.79559,0.00031318,0.00031318,0.00031318
96,403.119,1.06777,0.78302,1.19202,0.62601,0.62343,0.61231,0.30539,1.78777,1.50815,1.79214,0.000303665,0.000303665,0.000303665
97,407.445,1.0314,0.74146,1.15218,0.67252,0.60721,0.62458,0.29957,1.81531,1.4787,1.80862,0.000294239,0.000294239,0.000294239
98,411.488,1.02098,0.74058,1.1542,0.7391,0.5425,0.61533,0.29779,1.81532,1.4573,1.80526,0.000284906,0.000284906,0.000284906
99,415.565,1.00329,0.72651,1.14513,0.70708,0.58423,0.63632,0.31514,1.78628,1.40476,1.77089,0.000275668,0.000275668,0.000275668
100,419.727,1.03354,0.74335,1.15214,0.71465,0.58979,0.63559,0.31376,1.81393,1.42705,1.77251,0.000266532,0.000266532,0.000266532
101,423.819,0.97654,0.71797,1.1395,0.76333,0.57543,0.63958,0.30447,1.82805,1.46011,1.77621,0.0002575,0.0002575,0.0002575
102,427.894,0.97857,0.71732,1.13603,0.78022,0.55152,0.64515,0.31413,1.78602,1.46172,1.75098,0.000248577,0.000248577,0.000248577
103,431.977,0.99136,0.71218,1.12626,0.67968,0.62139,0.63219,0.31523,1.79784,1.44246,1.77045,0.000239766,0.000239766,0.000239766
